Date,Close
2024-10-28,114.7509307861328
2024-10-29,113.18744659423828
2024-10-30,112.6180419921875
2024-10-31,112.70491027832033
2024-11-01,110.93875885009766
2024-11-04,114.4710464477539
2024-11-05,114.80883026123048
2024-11-06,116.77764892578124
2024-11-07,116.92241668701172
2024-11-08,116.88380432128906
2024-11-11,116.2661361694336
2024-11-12,116.15032958984376
2024-11-13,117.2312469482422
2024-11-14,117.30908966064452
2024-11-15,116.0927963256836
2024-11-18,117.06583404541016
2024-11-19,115.43112182617188
2024-11-20,117.0755615234375
2024-11-21,118.64215087890624
2024-11-22,118.50591278076172
2024-11-25,116.73500061035156
2024-11-26,114.78893280029295
2024-11-27,114.48728942871094
2024-11-29,114.77920532226562
2024-12-02,114.6721649169922
2024-12-03,114.49701690673828
2024-12-04,111.19843292236328
2024-12-05,111.6849365234375
2024-12-06,110.50757598876952
2024-12-09,109.85564422607422
2024-12-10,109.63184356689452
2024-12-11,108.90206909179688
2024-12-12,108.80475616455078
2024-12-13,107.85118865966797
2024-12-16,105.54510498046876
2024-12-17,105.0975112915039
2024-12-18,103.55036926269533
2024-12-19,102.6649169921875
2024-12-20,103.01521301269533
2024-12-23,103.43360900878906
2024-12-24,103.53091430664062
2024-12-26,103.61848449707033
2024-12-27,103.60875701904295
2024-12-30,102.90816497802734
2024-12-31,104.66935729980469
2025-01-02,104.41636657714844
2025-01-03,104.95155334472656
2025-01-06,104.83478546142578
2025-01-07,105.81754302978516
2025-01-08,104.046630859375
2025-01-10,103.6671371459961
2025-01-13,106.34298706054688
2025-01-14,106.76139068603516
2025-01-15,108.5031280517578
2025-01-16,108.31825256347656
2025-01-17,109.2912826538086
2025-01-21,108.46419525146484
2025-01-22,106.5765151977539
2025-01-23,107.17979431152344
2025-01-24,105.72997283935548
2025-01-27,107.19924926757812
2025-01-28,105.1266860961914
2025-01-29,105.73970794677734
2025-01-30,106.6154327392578
2025-01-31,103.9493179321289
2025-02-03,104.20230102539062
2025-02-04,106.9949188232422
2025-02-05,106.91707611083984
2025-02-06,105.50617218017578
2025-02-07,105.95377349853516
2025-02-10,107.97769165039062
2025-02-11,108.65880584716797
2025-02-12,105.38961791992188
2025-02-13,106.15538024902344
2025-02-14,106.26336669921875
2025-02-18,108.12866973876953
2025-02-19,108.28575134277344
2025-02-20,109.95470428466797
2025-02-21,108.66863250732422
2025-02-24,109.23802947998048
2025-02-25,107.72615814208984
2025-02-26,107.4610824584961
2025-02-27,108.13848876953125
2025-02-28,109.29694366455078
2025-03-03,105.7921371459961
2025-03-04,105.5761489868164
2025-03-05,103.5145034790039
2025-03-06,105.65469360351562
2025-03-07,107.02912139892578
2025-03-10,109.75836181640625
2025-03-11,107.16657257080078
2025-03-12,107.1371078491211
2025-03-13,106.68551635742188
2025-03-14,109.85653686523438
2025-03-17,111.68256378173828
2025-03-18,111.56475067138672
2025-03-19,113.30243682861328
2025-03-20,113.78348541259766
2025-03-21,113.39078521728516
2025-03-24,113.68531036376953
2025-03-25,114.46087646484375
2025-03-26,116.11019897460938
2025-03-27,115.73714447021484
2025-03-28,115.58007049560547
2025-03-31,116.75814819335938
2025-04-01,116.86614990234376
2025-04-02,116.50289916992188
2025-04-03,110.37684631347656
2025-04-04,102.43457794189452
2025-04-07,101.0601577758789
2025-04-08,98.92977905273438
2025-04-09,103.86792755126953
2025-04-10,98.1051254272461
2025-04-11,101.25650024414062
2025-04-14,101.5019302368164
2025-04-15,101.21723175048828
2025-04-16,102.2873306274414
2025-04-17,104.96747589111328
2025-04-21,103.42613983154295
2025-04-22,106.32227325439452
2025-04-23,105.40925598144533
2025-04-24,106.646240234375
2025-04-25,106.58734130859376
2025-04-28,106.646240234375
2025-04-29,106.38117980957033
2025-04-30,103.7010269165039
2025-05-01,103.8482894897461
2025-05-02,104.27043914794922
2025-05-05,101.38411712646484
2025-05-06,102.7978286743164
2025-05-07,102.69965362548828
2025-05-08,104.13299560546875
2025-05-09,105.350341796875
2025-05-12,107.16657257080078
2025-05-13,107.4610824584961
2025-05-14,106.49899291992188
2025-05-15,107.57894134521484
2025-05-16,107.19253540039062
2025-05-19,105.48838806152344
2025-05-20,103.9823989868164
2025-05-21,102.70429992675781
2025-05-22,102.02066040039062
2025-05-23,102.0801010131836
2025-05-27,102.56558227539062
2025-05-28,101.16858673095705
2025-05-29,101.74324035644533
2025-05-30,101.35684204101562
2025-06-02,102.09992218017578
2025-06-03,102.84300994873047
2025-06-04,101.35684204101562
2025-06-05,100.89117431640624
2025-06-06,103.30867004394533
2025-06-09,104.0022201538086
2025-06-10,106.23147583007812
2025-06-11,108.30220794677734
2025-06-12,108.71833801269533
2025-06-13,111.0863037109375
2025-06-16,111.44298553466797
2025-06-17,112.94896697998047
2025-06-18,112.14643859863281
2025-06-20,113.64250946044922
2025-06-23,110.70980072021484
2025-06-24,107.34114837646484
2025-06-25,107.3708724975586
2025-06-26,108.97593688964844
2025-06-27,108.3715591430664
2025-06-30,106.8061294555664
2025-07-01,108.23284912109375
2025-07-02,110.02616882324219
2025-07-03,111.16555786132812
2025-07-07,110.08560943603516
2025-07-08,113.13721466064452
2025-07-09,112.75081634521484
2025-07-10,113.87039184570312
2025-07-11,114.36578369140625
2025-07-14,112.86970520019533
2025-07-15,111.8690185546875
2025-07-16,111.1952896118164
2025-07-17,110.63054656982422
2025-07-18,106.77640533447266
2025-07-21,107.05382537841797
2025-07-22,107.539306640625
2025-07-23,108.91648864746094
2025-07-24,109.76856231689453
2025-07-25,109.38215637207031
2025-07-28,110.4125747680664
2025-07-29,111.83928680419922
2025-07-30,110.86833190917969
2025-07-31,110.61072540283203
2025-08-01,108.62916564941406
2025-08-04,106.38009643554688
2025-08-05,106.25128936767578
2025-08-06,105.52802276611328
2025-08-07,104.97318267822266
2025-08-08,105.81535339355467
2025-08-11,104.8542938232422
2025-08-12,105.15151977539062
2025-08-13,106.60797119140625
2025-08-14,106.38999938964844
2025-08-15,106.48999786376952
2025-08-18,106.72000122070312
2025-08-19,107.41999816894533
2025-08-20,108.52999877929688
2025-08-21,109.2300033569336
2025-08-22,111.27999877929688
2025-08-25,111.73999786376953
2025-08-26,111.48999786376953
2025-08-27,112.75
2025-08-28,113.3499984741211
2025-08-29,114.29000091552734
2025-09-02,114.69000244140624
2025-09-03,111.91000366210938
2025-09-04,112.4000015258789
2025-09-05,109.2300033569336
2025-09-08,109.8499984741211
2025-09-09,110.6500015258789
2025-09-10,112.5
2025-09-11,112.13999938964844
2025-09-12,112.16000366210938
2025-09-15,112.3499984741211
2025-09-16,114.68000030517578
2025-09-17,115.29000091552734
2025-09-18,113.93000030517578
2025-09-19,112.81999969482422
2025-09-22,112.0199966430664
2025-09-23,113.9499969482422
2025-09-24,114.55999755859376
2025-09-25,115.58999633789062
2025-09-26,117.22000122070312
2025-09-29,114.22000122070312
2025-09-30,112.75
2025-10-01,111.98999786376952
2025-10-02,111.29000091552734
2025-10-03,113.26000213623048
2025-10-06,114.19999694824219
2025-10-07,114.26000213623048
2025-10-08,114.0199966430664
2025-10-09,112.91000366210938
2025-10-10,110.7300033569336
2025-10-13,112.23999786376952
2025-10-14,112.29000091552734
2025-10-15,111.61000061035156
2025-10-16,110.63999938964844
2025-10-17,112.23999786376953
2025-10-20,112.69999694824219
2025-10-21,112.70999908447266
2025-10-22,114.70999908447266
2025-10-23,115.9800033569336
2025-10-24,115.38999938964844
2025-10-27,115.94000244140625
2025-10-28,115.02999877929688
2025-10-29,116.4499969482422
2025-10-30,114.69000244140624
2025-10-31,114.36000061035156
2025-11-03,113.76000213623047
2025-11-04,114.13999938964844
2025-11-05,113.68000030517578
2025-11-06,114.5
2025-11-07,117.22000122070312
